DATE,gdp_percent_change,inflation_percent_change,unemployment_percent_change,Slope,LongTermRate,ZeroCouponYield1Y,ZeroCouponYield2Y,ZeroCouponYield3Y,ZeroCouponYield4Y,ZeroCouponYield5Y,ZeroCouponYield6Y,ZeroCouponYield7Y,ZeroCouponYield10Y,InstantaneousForwardRate1Y,InstantaneousForwardRate2Y,InstantaneousForwardRate3Y,InstantaneousForwardRate4Y,InstantaneousForwardRate5Y,InstantaneousForwardRate6Y,InstantaneousForwardRate7Y,InstantaneousForwardRate10Y,Recession
1977-02-28,0.647307841,1.022146508,1.333333333,-2.981004679,7.685200219,5.5177,6.056315789,6.419757895,6.670863158,6.849015789,6.978936842,7.076273684,7.257547368,6.173231579,6.932352632,7.317105263,7.508931579,7.603047368,7.648368421,7.6697,7.685231579,0
1977-03-31,0.643144714,0.505902192,-2.631578947,-3.143428251,7.808509308,5.491843478,6.050030435,6.43193913,6.698617391,6.88943913,7.029617391,7.135321739,7.333852174,6.16583913,6.96526087,7.380578261,7.59293913,7.700391304,7.754413043,7.781473913,7.805117391,0
1977-04-30,0.639034796,0.67114094,-2.702702703,-3.272429931,7.84864061,5.368995,5.913425,6.29637,6.57233,6.775995,6.9298,7.04851,7.278365,6.01954,6.81829,7.263395,7.513305,7.65473,7.735455,7.78195,7.834205,0
1977-05-31,0.601054991,0.333333333,-2.777777778,-2.773388279,7.947544386,5.753628571,6.176419048,6.489790476,6.725809524,6.906447619,7.046961905,7.157971429,7.379190476,6.2453,6.899804762,7.300766667,7.547080952,7.698838095,7.792604762,7.850733333,7.923490476,0
1977-06-30,0.597463904,0.49833887,2.857142857,-2.709336147,7.958688113,5.692172727,6.041245455,6.318536364,6.5406,6.720018182,6.866186364,6.986386364,7.239977273,6.083931818,6.661281818,7.060431818,7.336318182,7.527095455,7.659077273,7.750454545,7.888290909,0
1977-07-31,0.593915474,0.495867769,-4.166666667,-2.446226324,7.823675308,5.8261,6.168005263,6.431515789,6.636942105,6.798957895,6.928263158,7.032652632,7.247,6.215831579,6.765484211,7.126336842,7.363578947,7.519726316,7.622657895,7.690578947,7.7848,0
1977-08-31,0.00066426,0.493421053,1.449275362,-1.746291317,7.614105539,6.237717391,6.506452174,6.704834783,6.853708696,6.967291304,7.055365217,7.124786957,7.262573913,6.55083913,6.965234783,7.217256522,7.370856522,7.464704348,7.522152174,7.5574,7.600669565,0
1977-09-30,0.000664255,0.327332242,-2.857142857,-1.472103154,7.632442772,6.40112381,6.590528571,6.740838095,6.861180952,6.958395238,7.037680952,7.102895238,7.240671429,6.613866667,6.926728571,7.142880952,7.29237619,7.395928571,7.467757143,7.517633333,7.59327619,0
1977-10-31,0.000664251,0.489396411,0,-0.989328191,7.611184241,6.83104,6.97633,7.08162,7.16059,7.22147,7.26952,7.308135,7.38775,7.003085,7.221085,7.352835,7.436045,7.49037,7.52671,7.55147,7.58901,0
1977-11-30,0.106614047,0.649350649,0,-1.072393119,7.66741622,6.818952632,6.981257895,7.101173684,7.191484211,7.260721053,7.314705263,7.357510526,7.443373684,7.008142105,7.258336842,7.411384211,7.505889474,7.564768421,7.601763158,7.625142105,7.655752632,0
1977-12-31,0.106500502,0.483870968,-5.882352941,-1.292661888,7.790324445,6.811252381,7.028295238,7.181547619,7.29202381,7.373366667,7.434557143,7.481514286,7.5716,7.069842857,7.389995238,7.568790476,7.668380952,7.723666667,7.754190476,7.770961905,7.787695238,0
1978-01-31,0.106387199,0.642054575,0,-1.167494021,8.029794014,7.14457,7.34484,7.48623,7.587215,7.66074,7.71549,7.75723,7.836725,7.381795,7.67938,7.842035,7.9292,7.975605,8.000375,8.013665,8.02697,0
1978-02-28,1.288257561,0.4784689,-1.5625,-1.273687885,8.102536537,7.16925,7.392688889,7.543977778,7.649616667,7.725622222,7.781883333,7.824622222,7.905805556,7.441594444,7.756205556,7.919333333,8.004733333,8.04985,8.073938889,8.086872222,8.099861111,0
1978-03-31,1.271872567,0.634920635,0,-1.365715071,8.044372132,7.137454545,7.402890909,7.564477273,7.668054545,7.737781818,7.786940909,7.823018182,7.889081818,7.479263636,7.809377273,7.946172727,8.003145455,8.026986364,8.037018182,8.041236364,8.044113636,0
1978-04-30,1.25589913,0.788643533,-3.174603175,-1.391168937,8.06334227,7.30931,7.58681,7.726875,7.806805,7.85708,7.891185,7.915705,7.959975,7.707545,7.96509,8.03462,8.0546,8.060615,8.06247,8.063065,8.06333,0
1978-05-31,0.335249585,0.938967136,-1.639344262,-1.558965413,8.128883785,7.634080952,7.86642381,7.953190476,7.997061905,8.023438095,8.041009524,8.053557143,8.076152381,8.042166667,8.122752381,8.128404762,8.128857143,8.128880952,8.128885714,8.128885714,8.128885714,0
1978-06-30,0.334129417,0.775193798,-1.666666667,-1.1771618,8.266574985,7.908177273,8.081977273,8.143740909,8.174518182,8.192927273,8.2052,8.213972727,8.229759091,8.221513636,8.267118182,8.267027273,8.266654545,8.266581818,8.266572727,8.266572727,8.266572727,0
1978-07-31,0.333016711,0.769230769,5.084745763,-1.335197199,8.4247759,8.21678,8.33066,8.362995,8.37852,8.38777,8.393945,8.39834,8.40627,8.462135,8.43154,8.425605,8.42488,8.42479,8.42478,8.42478,8.42478,0
1978-08-31,0.448041807,0.610687023,-4.838709677,-1.144549513,8.159304597,8.111126087,8.168817391,8.16913913,8.167017391,8.165504348,8.164469565,8.163730435,8.162421739,8.291313043,8.183491304,8.162495652,8.159686957,8.159334783,8.159304348,8.159291304,8.159291304,0
1978-09-30,0.446043346,0.91047041,1.694915254,-0.75202477,8.138830355,8.415205,8.30018,8.247365,8.220295,8.20402,8.19314,8.185375,8.17142,8.277195,8.147075,8.139495,8.1389,8.138835,8.13883,8.138825,8.138825,0
1978-10-31,0.444062634,0.902255639,-3.333333333,-0.735235151,8.279236743,8.847395238,8.596209524,8.491928571,8.438842857,8.406914286,8.385642857,8.370442857,8.343080952,8.480019048,8.290990476,8.280104762,8.279295238,8.279228571,8.27922381,8.27922381,8.27922381,0
1978-11-30,0.059864605,0.596125186,1.724137931,0.3031159,8.264461844,9.69266,9.16993,8.883705,8.730125,8.63711,8.575,8.53064,8.450795,9.124115,8.37998,8.277045,8.265755,8.264595,8.264475,8.264455,8.264455,0
1978-12-31,0.059828788,0.592592593,1.694915254,0.684313308,8.4315748,9.929035,9.46867,9.160755,8.98323,8.87351,8.79993,8.74732,8.652595,9.517625,8.669085,8.47296,8.43825,8.4326,8.43173,8.4316,8.43158,0
1979-01-31,0.059793015,0.88365243,-1.666666667,0.684059652,8.489428461,10.11294091,9.645690909,9.309227273,9.110818182,8.987409091,8.904518182,8.845227273,8.738504545,9.738940909,8.789245455,8.545245455,8.498804545,8.490922727,8.489668182,8.489463636,8.489427273,0
1979-02-28,0.035581763,1.02189781,0,0.677185992,8.556790091,9.801511111,9.344155556,9.095844444,8.96225,8.88125,8.827183333,8.788555556,8.719027778,9.2828,8.660133333,8.568477778,8.558022222,8.556905556,8.556794444,8.556788889,8.556788889,0
1979-03-31,0.035569107,1.011560694,-1.694915254,0.953160439,8.606116043,9.813040909,9.411718182,9.168486364,9.031004545,8.946409091,8.889736364,8.849227273,8.776295455,9.386059091,8.767413636,8.633245455,8.610395455,8.606777273,8.606222727,8.606136364,8.606109091,0
1979-04-30,0.03555646,1.001430615,0,1.08628519,8.685140612,9.702615,9.402205,9.203005,9.081435,9.0038,8.95104,8.91315,8.84477,9.381215,8.89878,8.74253,8.70005,8.688995,8.68615,8.6854,8.685145,1
1979-05-31,0.247601563,1.133144476,-3.448275862,1.123915783,8.730445184,9.759609524,9.408895238,9.206342857,9.090942857,9.019390476,8.971338095,8.936933333,8.874990476,9.345295238,8.871319048,8.759161905,8.736128571,8.731557143,8.730657143,8.730490476,8.730461905,1
1979-06-30,0.246990011,1.120448179,1.785714286,0.448411794,8.516962972,9.188871429,8.881733333,8.761509524,8.700457143,8.663771429,8.639309524,8.62182381,8.590357143,8.686609524,8.528361905,8.517866667,8.517042857,8.516966667,8.516961905,8.516961905,8.516961905,1
1979-07-31,0.246381474,1.108033241,0,-2.541237328,8.519383342,9.1577,8.843661905,8.7356,8.681557143,8.649119048,8.6275,8.612052381,8.584252381,8.566361905,8.519871429,8.519385714,8.519385714,8.519385714,8.519385714,8.519385714,8.519385714,1
1979-08-31,0.08334839,0.95890411,5.263157895,1.172754939,8.595388013,9.536008696,9.107091304,8.938552174,8.852878261,8.801386957,8.76706087,8.742526087,8.698391304,8.83406087,8.612313043,8.596708696,8.595482609,8.595382609,8.595378261,8.595378261,8.595378261,1
1979-09-30,0.083278978,0.949796472,-1.666666667,1.192228943,8.779448498,10.46658947,9.734821053,9.420731579,9.260578947,9.164352632,9.100205263,9.054378947,8.971894737,9.415668421,8.820142105,8.781515789,8.779536842,8.779452632,8.779447368,8.779447368,8.779447368,1
1979-10-31,0.083209682,1.075268817,1.694915254,2.639394648,9.498964099,11.79193182,11.00336364,10.58801364,10.34303636,10.18360909,10.07279091,9.991909091,9.84435,10.73488636,9.893977273,9.660381818,9.568627273,9.528622727,9.511018182,9.503431818,9.498709091,1
1979-11-30,0.104857051,1.063829787,-1.666666667,2.904704688,10.05407132,11.83268421,11.18624737,10.80329474,10.57016316,10.42459474,10.33134211,10.27002105,10.17886316,10.99511053,10.20703684,9.919836842,9.843105263,9.849310526,9.882931579,9.920821053,10.00178947,1
1979-12-31,0.104747216,1.184210526,1.694915254,3.062241164,10.20380166,11.58164,10.72225,10.29285,10.086535,9.99494,9.96133,9.9562,9.992945,10.397945,9.525795,9.41185,9.541395,9.715,9.865745,9.97887,10.14507,1
1980-01-31,0.104637611,1.430429129,5,2.307041099,10.61265776,11.66070455,10.94933182,10.56876818,10.38414545,10.31228636,10.30253182,10.32457273,10.43946364,10.72050455,9.91355,9.773127273,9.91375,10.14042727,10.36224091,10.54319091,10.81032273,1
1980-02-29,-0.686811621,1.282051282,0,0.588310966,12.43828269,13.12836842,12.71383158,12.31772632,12.0477,11.89279474,11.81916316,11.79681053,11.85874737,12.81770526,11.82856316,11.30987368,11.21883684,11.34975789,11.55699474,11.76487368,12.18708947,1
1980-03-31,-0.691561345,1.392405063,0,1.741174652,14.46049949,15.13714762,14.13644286,13.34575238,12.77309048,12.38381905,12.13604286,11.99263333,11.92717619,14.0602381,12.32887143,11.31281429,10.87727143,10.8250381,10.99599048,11.2803381,12.25955238,1
1980-04-30,-0.696377221,0.998751561,9.523809524,3.472671804,11.6893995,12.8871,11.84405238,11.32096667,11.05974286,10.9411381,10.90180476,10.90597143,11.01247619,11.4194619,10.40365714,10.22557143,10.35535714,10.5847619,10.82292381,11.0328619,11.43578571,1
1980-05-31,-0.03961825,0.988875155,8.695652174,-2.05824547,11.22944856,9.220828571,9.201209524,9.23677619,9.329580952,9.4562,9.595409524,9.733252381,10.0829381,9.195428571,9.206404762,9.439404762,9.784804762,10.13542381,10.4368,10.67299048,11.05842857,1
1980-06-30,-0.039633952,0.979192166,1.333333333,-7.048815878,14.44177587,8.147928571,8.555271429,8.790090476,8.942014286,9.05712381,9.158871429,9.258714286,9.582857143,8.689547619,9.157114286,9.339095238,9.4548,9.58592381,9.756128571,9.965438095,10.73578571,1
1980-07-31,-0.039649667,0.121212121,2.631578947,-16.15759551,24.2790893,8.585227273,8.909972727,9.139581818,9.306845455,9.436059091,9.544940909,9.646204545,9.978840909,8.971086364,9.451768182,9.720854545,9.886013636,10.01883182,10.1648,10.35085909,11.24648636,0
1980-08-31,0.621641107,0.726392252,-1.282051282,-4.571719899,13.68724602,9.969152381,10.2952381,10.41164286,10.45618571,10.48618095,10.52319524,10.57331905,10.79139524,10.48299524,10.67110476,10.61056667,10.58282381,10.64434286,10.78280476,10.97165714,11.63412857,0
1980-09-30,0.617800604,0.841346154,-2.597402597,-2.78628288,13.29186313,11.12814286,11.27847143,11.2476619,11.17032381,11.10300476,11.06473333,11.05781429,11.1736619,11.44721905,11.33402857,11.04309524,10.85948095,10.83247143,10.93164286,11.11052381,11.78069524,0
1980-10-31,0.614007264,0.953516091,0,-0.566649596,12.54460685,11.91596818,11.69863636,11.53293182,11.42233636,11.35761364,11.32885455,11.32701364,11.41358636,11.69170455,11.30851364,11.12238182,11.07841364,11.13200455,11.24546364,11.38936818,11.83044091,0
1980-11-30,0.653140737,1.06257379,0,3.434475709,11.88138388,13.43076471,12.84577059,12.54771765,12.38242941,12.28148824,12.21435294,12.16661176,12.08098824,12.60390588,12.03606471,11.90182941,11.87874706,11.87781176,11.87953529,11.88065882,11.88138235,0
1980-12-31,0.64890249,0.934579439,-4,13.15666038,11.7733221,14.20455455,13.26725909,12.86657273,12.62293182,12.46148182,12.34921364,12.26764545,12.11960909,12.52185909,12.18833636,11.95896818,11.84193636,11.79700909,11.78142727,11.77612727,11.77344545,0
1981-01-31,0.644718893,0.925925926,4.166666667,6.49253828,11.75907494,13.3566,12.49308095,12.24495238,12.13294762,12.06517619,12.01797143,11.98286667,11.91699524,11.66839524,11.68944762,11.78714286,11.79907619,11.78801905,11.77645238,11.76864762,11.76030952,0
1981-02-28,-0.247025236,0.917431193,-1.333333333,-0.850545009,12.42078056,13.71433333,13.02154444,12.81066667,12.71095556,12.65248889,12.61377222,12.58618889,12.53658333,12.30788333,12.36698333,12.40448333,12.41664444,12.41983889,12.42058333,12.42074444,12.42078333,0
1981-03-31,-0.247636961,0.681818182,0,1.340442561,12.61073516,13.08018636,12.84541818,12.7672,12.72807273,12.70459545,12.68895455,12.67778636,12.65766364,12.61245909,12.61070455,12.61073636,12.61073636,12.61073636,12.61073636,12.61073636,12.61073636,0
1981-04-30,-0.248251724,0.564334086,-2.702702703,0.148376939,12.82438639,13.57028095,13.39788571,13.33435714,13.27406667,13.21544286,13.1638619,13.121,13.03502381,13.19203333,13.24119524,13.15641429,13.03170476,12.93695714,12.8804619,12.85077619,12.82665238,1
1981-05-31,0.399167358,0.673400673,4.166666667,7.378334976,12.86016499,15.33173,14.60287,14.123895,13.82458,13.63425,13.50564,13.41349,13.247495,14.33423,13.426165,12.9933,12.88653,12.86506,12.861055,12.86033,12.860155,1
1981-06-30,0.397580347,0.891861761,0,5.369474531,12.31747356,14.16900455,13.71796818,13.38407727,13.14595909,12.98581818,12.87547273,12.79595,12.65243636,13.48291818,12.96915455,12.52471364,12.37014545,12.32957727,12.32012727,12.31803636,12.31748182,1
1981-07-31,0.396005906,1.104972376,-4,4.236820998,12.85118079,14.96357727,14.48278182,14.18125,13.95054545,13.77385,13.63854091,13.53397727,13.33374545,14.22113182,13.78273182,13.39449091,13.1446,13.00371818,12.92828182,12.88922273,12.85525455,1
1981-08-31,-0.363198911,0.765027322,2.777777778,3.691888751,13.27553798,15.84199524,15.3342381,14.94550952,14.64468571,14.41682857,14.24496667,14.11395714,13.86700952,15.22979524,14.45866667,13.9178381,13.59850476,13.43138095,13.34971429,13.31119048,13.28096667,1
1981-09-30,-0.364522854,0.976138829,2.702702703,1.08189323,14.02091411,15.81412857,15.57547143,15.2552619,14.99934286,14.81272381,14.6783,14.58014286,14.4059381,15.77732381,14.91674286,14.37455714,14.12402381,14.02511429,13.99424762,13.99062857,14.00879048,1
1981-10-31,-0.365856484,0.322234157,3.947368421,-1.180270417,14.85615647,14.74479524,14.79670952,14.69519524,14.57990476,14.48815238,14.42572857,14.38862381,14.37107143,14.99010952,14.66862381,14.33731905,14.15592857,14.10393333,14.13303333,14.20329524,14.45151429,1
1981-11-30,-0.517881547,0.428265525,5.063291139,-4.525844973,16.13949862,12.20038889,12.46371667,12.58756111,12.64847222,12.6826,12.70843333,12.73563889,12.86032778,12.57951667,12.81440556,12.84000556,12.82203333,12.82156667,12.86089444,12.94433889,13.39807778,1
1981-12-31,-0.520577522,0.319829424,2.409638554,-2.581749237,13.52731201,12.50038636,12.93204545,13.052,13.08133636,13.08779091,13.09284545,13.10226818,13.15315909,13.26052273,13.36182273,13.22154091,13.1296,13.10778636,13.13438182,13.18569545,13.35129545,1
1982-01-31,-0.523301714,0.318809777,1.176470588,-1.808692093,14.20868188,13.82094,14.047265,14.01665,13.9679,13.94498,13.94463,13.956955,14.01096,14.379845,14.101195,13.85099,13.820155,13.89511,13.98963,14.0682,14.18055,1
1982-02-28,0.152059043,0.31779661,3.488372093,-0.696448743,14.9064283,14.21783333,14.11006111,13.98690556,13.88483889,13.81308889,13.77019444,13.75118889,13.78553889,14.14290556,13.85978889,13.63998333,13.53597222,13.52993333,13.59008889,13.68852222,14.04407222,1
1982-03-31,0.151828174,0,1.123595506,-0.143444681,13.4132727,13.48482174,13.51087391,13.45971304,13.38624783,13.31544348,13.25693913,13.21299565,13.15281739,13.58004783,13.46033043,13.25472174,13.08755652,12.98814348,12.94957391,12.95477391,13.08428696,1
1982-04-30,0.151598006,0.316789863,3.333333333,0.606487367,12.7518972,13.61936667,13.61886667,13.52948571,13.42219048,13.32321905,13.24001905,13.17268095,13.04140476,13.70780952,13.49368571,13.21379048,13.00060952,12.86587143,12.79010476,12.75195238,12.73109524,1
1982-05-31,-0.127422279,0.947368421,1.075268817,-0.359921551,12.73615484,13.081355,13.207685,13.178645,13.118285,13.06082,13.0136,12.97632,12.905,13.38063,13.23632,13.015015,12.87288,12.79778,12.761795,12.745745,12.735885,1
1982-06-30,-0.12758485,1.147028154,2.127659574,-0.688329455,13.39027501,13.63079091,13.80710455,13.79357727,13.74207727,13.69127727,13.64905909,13.6154,13.54977273,14.02474545,13.88349545,13.66198182,13.52700455,13.45718636,13.42275909,13.40602273,13.39205455,1
1982-07-31,-0.127747837,0.515463918,2.083333333,-1.802570224,13.08755254,13.05134286,13.34147143,13.40187143,13.39280476,13.36437143,13.33355238,13.30565714,13.24528095,13.59672381,13.6025619,13.43939524,13.29990952,13.20892381,13.155,13.12443333,13.09331429,0
1982-08-31,0.013336263,0.205128205,0,-5.761424765,12.60327244,11.43510455,12.06624091,12.26049091,12.34990909,12.40146364,12.43531818,12.45936364,12.50254545,12.67490455,12.67565,12.62862727,12.61098636,12.60552727,12.60392273,12.60345455,12.60328182,0
1982-09-30,0.013334484,0,3.06122449,-6.23069926,11.90864961,10.93632381,11.59376667,11.7371381,11.78714286,11.81276667,11.82899048,11.84039524,11.86088095,12.34068571,12.11398571,11.96261429,11.92120476,11.91144286,11.9092619,11.90878571,11.9086619,0
1982-10-31,0.013332706,0.409416581,2.97029703,-12.36890782,11.06410831,9.502745,10.20844,10.484015,10.62721,10.714255,10.772495,10.81416,10.88914,10.6708,11.01102,11.050465,11.060835,11.063405,11.063975,11.06409,11.064115,0
1982-11-30,0.43926347,-0.101936799,3.846153846,-2.729487842,10.72663964,9.185947368,9.771673684,10.07597368,10.24749474,10.35252105,10.42141053,10.46919474,10.55077368,9.995836842,10.5917,10.74225789,10.77236316,10.77039474,10.76093158,10.75128421,10.73375263,0
1982-12-31,0.437342385,-0.306122449,0,-15.02562963,23.07362459,8.958390909,9.581513636,9.995631818,10.25998636,10.41931818,10.5074,10.5496,10.56723636,9.710245455,10.59618182,10.98772727,11.08156818,11.01358182,10.87643182,10.73203182,10.57875,0
1983-01-31,0.43543803,0.204708291,-3.703703704,-17.12365397,24.99999854,8.68717619,9.280280952,9.705971429,10.00494286,10.21000476,10.34739048,10.43788571,10.57401429,9.37987619,10.28403333,10.77471429,10.99351429,11.04668571,11.01259524,10.94773333,10.89985238,0
1983-02-28,0.758506748,0.102145046,0,-16.85589283,24.99999737,8.968194737,9.557221053,9.969184211,10.25031053,10.43724211,10.55867368,10.63697368,10.76476842,9.663978947,10.54097368,10.98831053,11.16486842,11.18705263,11.13834211,11.07682105,11.13424211,0
1983-03-31,0.752796734,0.102040816,-0.961538462,-16.74150956,24.99999712,8.955082609,9.458191304,9.814152174,10.06026957,10.22643043,10.33630435,10.40861304,10.52888261,9.546378261,10.30341739,10.7006087,10.86713478,10.89906087,10.86643043,10.81901739,10.87152174,0
1983-04-30,0.747172048,0.713557594,-0.970873786,-16.68365657,24.99999137,8.93256,9.39036,9.724155,9.96231,10.12813,10.240585,10.315065,10.42198,9.463265,10.171545,10.56925,10.756295,10.80963,10.787645,10.73389,10.65295,0
1983-05-31,0.666318203,0.4048583,-0.980392157,-16.85982301,24.99998789,8.78322381,9.268571429,9.628871429,9.891357143,10.07845238,10.20870952,10.29722857,10.42401905,9.341461905,10.1043,10.55072381,10.77692857,10.85791905,10.85139524,10.8011,10.66878571,0
1983-06-30,0.661907791,0.201612903,0,-16.13430092,24.99862412,9.48385,9.930131818,10.24363182,10.45714091,10.59717273,10.68502727,10.73752273,10.80169091,10.00934091,10.67779545,11.01941364,11.14848182,11.15112727,11.09103182,11.01422273,10.95359545,0
1983-07-31,0.65755538,0.402414487,-6.930693069,-4.572780392,13.63051566,9.934155,10.456485,10.773575,10.97005,11.0947,11.176155,11.231425,11.326155,10.601335,11.259455,11.512555,11.58801,11.59199,11.57332,11.55391,11.55952,0
1983-08-31,0.695394209,0.300601202,1.063829787,-2.736211114,11.97878695,10.287,10.80418696,11.10613478,11.29646087,11.42310435,11.51158261,11.57626087,11.69503478,10.98003913,11.5724,11.81216957,11.90801739,11.94539565,11.9604913,11.9674087,11.97534348,0
1983-09-30,0.690591874,0.2997003,-3.157894737,-2.715233229,11.69614292,9.93152381,10.51301905,10.88095238,11.116,11.26747143,11.36640476,11.43235714,11.53264286,10.66059048,11.42798571,11.75484286,11.86337619,11.87324286,11.8459,11.81014286,11.73340952,0
1983-10-31,0.685855412,0.398406375,-4.347826087,-3.121739469,11.72308768,9.624125,10.269135,10.6804,10.946615,11.122345,11.24115,11.3237,11.459875,10.427975,11.288335,11.662465,11.80253,11.83712,11.829175,11.807965,11.753245,0
1983-11-30,0.651596781,0.297619048,-3.409090909,-2.998848207,11.74080756,9.679542105,10.33545789,10.77072105,11.05277895,11.23452632,11.35247895,11.43045263,11.54774737,10.46901053,11.40270526,11.81595789,11.95091053,11.95930526,11.92163684,11.87521053,11.78153684,0
1983-12-31,0.647378483,0.296735905,-2.352941176,-2.682591538,11.85752846,9.935742857,10.52294286,10.92673333,11.1912,11.36163333,11.4720619,11.54509524,11.65668095,10.62109524,11.50252381,11.90436667,12.03411905,12.04064762,12.00467619,11.96259048,11.88490476,0
1984-01-31,0.643214451,0.690335306,-3.614457831,-2.658514126,11.64850273,9.789595238,10.37172381,10.7716381,11.03779524,11.21214762,11.32587143,11.40046667,11.50750952,10.4776381,11.33767619,11.74722857,11.89439048,11.91077143,11.87346667,11.82207143,11.70691429,0
1984-02-29,0.575920529,0.489715965,-2.5,-2.59670101,11.83454628,9.870121053,10.46077368,10.87985263,11.1537,11.32893684,11.44196842,11.5167,11.63121579,10.53066316,11.47244211,11.89534737,12.02306316,12.02489474,11.98670526,11.94418947,11.86574737,0
1984-03-31,0.572622677,0.292397661,0,-2.276682134,11.95167112,10.40155909,10.95108636,11.34784091,11.62476364,11.81274091,11.93699545,12.01677273,12.11042727,11.03723182,11.88674091,12.34180455,12.53568182,12.57485,12.53263182,12.45497273,12.21417273,0
1984-04-30,0.569362379,0.388726919,-1.282051282,-2.116847654,12.03261469,10.72923,11.294905,11.68442,11.949135,12.125885,12.240925,12.31302,12.38611,11.40484,12.23003,12.644185,12.811505,12.83704,12.786705,12.70085,12.41983,0
1984-05-31,0.321336682,0.193610842,-3.896103896,-2.903418017,13.11376254,11.37080455,12.02135455,12.42329091,12.6748,12.83365455,12.93484091,12.99977727,13.08635909,12.19905909,13.03108182,13.36700909,13.46610455,13.46143636,13.41676364,13.36162273,13.2269,0
1984-06-30,0.320307417,0.193236715,-2.702702703,-3.574689891,13.38988946,11.81483333,12.48691905,12.79073333,12.95120476,13.04547619,13.10606667,13.14801429,13.22140952,12.85268571,13.3393619,13.42957143,13.42981905,13.41519048,13.4035619,13.39677143,13.39061429,0
1984-07-31,0.319284724,0.385728062,4.166666667,-3.480024248,13.21009858,11.83159524,12.42408095,12.65754286,12.78148571,12.86037143,12.91554286,12.9562619,13.03162381,12.82603333,13.10291905,13.14032381,13.16565238,13.18489524,13.19690952,13.20354286,13.20942857,0
1984-08-31,0.273590982,0.288184438,0,-2.070657004,12.43952627,11.55980435,11.99744348,12.1758,12.25827826,12.30191739,12.32802174,12.34531739,12.37442174,12.24236522,12.52765652,12.52310435,12.48913478,12.46573478,12.45283478,12.44618261,12.44032174,0
1984-09-30,0.272844504,0.287356322,-2.666666667,-1.37617116,11.93277887,11.40443158,11.83451579,12.04350526,12.13691053,12.17111053,12.17601579,12.16727368,12.12155263,11.99995789,12.42691579,12.45959474,12.36552632,12.25135789,12.15361053,12.08015263,11.97128947,0
1984-10-31,0.272102088,0.382043935,1.369863014,-1.926889156,11.72926089,10.79861818,11.31538182,11.57917273,11.71039091,11.77273636,11.79983636,11.80922273,11.80257273,11.50488182,12.04247727,12.12915909,12.06758182,11.97666364,11.89698636,11.83778182,11.75425909,0
1984-11-30,0.322993076,0.190294957,-2.702702703,-3.433729049,12.06596063,9.777936842,10.42181579,10.79035789,11.00677895,11.13872105,11.2236,11.28221579,11.39337368,10.62285789,11.38015789,11.62346842,11.67088421,11.65806316,11.63887895,11.63158421,11.69046316,0
1984-12-31,0.321953189,0.189933523,1.388888889,-3.789043962,11.91976943,9.311815,10.058245,10.53155,10.83402,11.03003,11.159935,11.248935,11.398515,10.24226,11.235745,11.655295,11.797485,11.818655,11.79714,11.76917,11.742435,0
1985-01-31,0.320919977,0.18957346,0,-4.836010452,12.46359822,9.002838095,9.846757143,10.36921429,10.69760952,10.90914762,11.05050476,11.14981905,11.33284286,10.06837143,11.15962857,11.59682381,11.73818571,11.7617619,11.75114286,11.74197143,11.79874286,0
1985-02-28,0.293491191,0.567644276,-1.369863014,-11.51658518,19.78691724,9.284583333,10.00245,10.50035,10.83737222,11.05899444,11.19996667,11.28660556,11.39351667,10.13626111,11.19588889,11.7269,11.92828889,11.94040556,11.86011111,11.75232222,11.60191111,0
1985-03-31,0.292632341,0.470366886,0,-4.400461468,13.19005152,9.827704762,10.50840476,10.95114286,11.23686667,11.42027143,11.53813333,11.61502857,11.73561429,10.66321429,11.59943333,12.01091429,12.14551429,12.14865238,12.10263333,12.05148095,12.01891429,0
1985-04-30,0.291778503,0.187265918,1.388888889,-4.160528195,12.10324206,9.158942857,9.922271429,10.40921905,10.72719524,10.94144286,11.09152857,11.2014,11.40882381,10.1117,11.12745238,11.57551429,11.75840476,11.82707619,11.85310476,11.86774286,11.92254762,0
1985-05-31,0.509090474,0.186915888,-1.369863014,-4.845480969,12.16202701,8.508381818,9.261168182,9.75025,10.08030909,10.31363636,10.4873,10.62329545,10.91225909,9.443627273,10.45875455,10.93938636,11.17567727,11.30779545,11.39965,11.47782727,11.69083182,0
1985-06-30,0.506511871,0.279850746,2.777777778,-17.2557859,24.08620549,7.84188,8.57668,9.102555,9.473065,9.73031,9.90722,10.029315,10.23991,8.70238,9.817365,10.42344,10.703775,10.791625,10.78199,10.74094,10.7945,0
1985-07-31,0.503959257,0.186046512,0,-17.80238058,24.6932213,7.91205,8.662490909,9.2057,9.592718182,9.864272727,10.05259091,10.18303636,10.40252727,8.786104545,9.937190909,10.57833182,10.88577727,10.99016818,10.98659091,10.94251818,10.95435909,0
1985-08-31,0.247816382,0.185701021,-4.054054054,-11.52257954,18.44871344,8.042986364,8.814736364,9.341659091,9.698040909,9.938418182,10.10247273,10.21875,10.45324091,8.968027273,10.08478636,10.63495455,10.86070455,10.92165909,10.91965,10.91650455,11.16303636,0
1985-09-30,0.24720377,0.185356812,0,-8.473984187,15.39139512,8.059773684,8.831857895,9.350578947,9.699368421,9.937057895,10.10466316,10.23023684,10.5124,8.994157895,10.08995789,10.61705789,10.83979474,10.92218421,10.96135789,11.01062632,11.39565789,0
